,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,mean,mesh
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,5,5,6,1,6,7,10,8,10,9,9,8,10,12,13,11,17,9,5,0,2.3066666666666666,Bone Morphogenetic Protein 2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,2,1,1,1,1,1,4,2,0,1,1,0,0.26666666666666666,Casein Kinase I
0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,3,2,1,3,2,5,4,3,1,4,4,2,9,7,4,7,5,11,8,8,7,11,21,7,9,6,18,18,14,18,14,20,16,15,19,18,21,22,28,44,45,44,55,58,69,46,91,85,115,108,101,89,109,88,100,84,69,97,86,83,10,27.69333333333333,Anti-Bacterial Agents
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,13,20,24,39,24,38,42,37,33,65,54,37,39,35,58,53,43,23,22,20,18,7,9.973333333333333,Motor Skills Disorders
0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2,7,6,10,19,25,29,24,15,15,5,4,8,5,3,4,2,4,8,5,7,6,6,4,6,5,4,1,6,1,1,8,7,5,3,5,6,4,2,7,7,2,10,7,6,4,12,8,3,9,7,5,11,8,3,5,1,5.44,Tectum Mesencephali
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,2,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,1,0,0,1,0,1,0,2,1,0,2,4,1,1,1,3,4,5,2,6,1,2,4,1,0.9066666666666666,"Infertility, Female"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,1,0,2,2,1,1,0,0,1,0,0.2,Reproductive History
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,2,0,3,1,3,2,1,5,2,2,4,2,9,3,1,3,4,0,0.6933333333333334,"Antigens, CD19"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0.25333333333333335,Melkersson-Rosenthal Syndrome
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,2,2,2,2,2,1,0,0,1,1,1,0,0,0,0,3,1,1,0,1,1,0,3,1,3,2,3,1,3,4,4,8,5,10,8,6,5,7,4,2,5,3,2,1,2,1,3,4,0,1.68,Diarrhea
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,4,6,8,4,6,7,5,10,8,7,9,11,7,7,3,5,5,5,5,4,9,3,0,2.0,Myocardial Ischemia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,1,2,3,2,4,1,3,1,3,4,0,1,0,3,0,2,0,0.52,Compressive Strength
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,8,8,1,2,4,3,12,1,6,8,29,35,53,37,44,16,46,43,33,32,37,29,37,38,44,2,8.253333333333334,Internal Fixators
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2,6,2,1,0.3466666666666667,Late Onset Disorders
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,2,5,5,2,2,2,3,7,4,6,3,14,23,7,15,4,11,7,3,3,2,3,2,2,4,3,4,0,2.12,Color Vision Defects
0,0,2,1,0,3,0,1,0,2,0,0,3,1,0,2,2,0,1,1,4,3,9,6,2,3,6,5,5,4,4,4,6,6,8,4,8,13,7,8,9,2,6,11,12,6,9,11,19,18,23,21,28,32,31,30,36,32,54,40,40,52,50,38,37,59,57,53,42,44,56,32,32,24,29,1,16.133333333333333,"Ear, Inner"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2,3,1,0,1,0,3,1,0,1,1,2,1,0,2,2,2,1,7,3,2,3,6,6,2,6,3,6,9,1,8,6,2,3,2,1,1.4533333333333334,Sulfotransferases
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,2,0,2,0,1,1,0,1,1,4,13,2,9,8,5,5,6,2,7,10,6,4,6,7,10,6,5,0,1.7066666666666668,Polyesters
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,19,31,45,42,55,11,2.986666666666667,High-Throughput Nucleotide Sequencing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,14,15,13,8,7,10,8,2,8,6,9,11,11,14,11,6,12,2,13,9,13,24,27,38,26,22,23,30,28,23,15,18,14,13,19,16,8,28,18,11,15,21,9,8,4,5,7,4,0,9.16,Cycloheximide
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,5,0,1,1,3,1,2,2,0,1,0,0.36,Octodon
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0,1,1,1,3,0,0.16,Factor Xa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,3,2,2,2,4,2,3,0,4,2,1,4,12,3,11,4,9,9,8,2,1,1.32,Carotenoids
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.10666666666666667,Carbamoyl-Phosphate Synthase (Ammonia)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,1,1,2,0,0,0,6,3,13,13,8,7,5,16,14,9,18,23,14,22,24,18,31,20,21,10,18,27,19,31,27,28,19,30,38,50,41,39,53,49,55,49,55,73,56,46,50,6,15.533333333333333,"Diabetes Mellitus, Experimental"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.013333333333333334,Diospyros
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,2,0,0,1,1,0,0,2,1,5,6,1,2,9,12,4,6,13,15,11,12,10,5,5,2,1.7466666666666666,Competitive Behavior
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,0,0,1,0,0.10666666666666667,Cdh1 Proteins
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0.08,HMGA2 Protein
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,6,5,5,2,3,1,0.52,Multiplex Polymerase Chain Reaction
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,3,0,2,0,1,2,1,0,0,0,1,4,1,0,0.26666666666666666,DNA Polymerase beta
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,4,2,3,1,3,5,5,2,5,1,1,3,4,3,3,3,0,2,2,1,0,2,0,0,2,0.88,"RNA, Transfer, Leu"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,8,8,12,23,26,31,27,21,30,34,29,17,25,24,20,25,17,13,20,5,7,10,0,5.986666666666666,Cholinergic Agonists
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,1,0,0,1,2,0,2,0,0,3,0,0.2,Mediator Complex
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05333333333333334,Dextrins
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,1,2,5,0,0,1,0,2,4,1,0,0,1,0,0.38666666666666666,Pulmonary Atelectasis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,12,5,6,8,17,16,10,10,12,16,12,16,14,10,18,16,12,16,3,3.2133333333333334,"Head Injuries, Penetrating"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,7,14,17,12,21,33,24,16,31,37,35,40,37,39,56,35,34,39,40,47,47,48,6,9.613333333333333,Neuromuscular Agents
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,0,0,3,3,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.29333333333333333,Glucagon-Like Peptides
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,7,12,20,25,16,2,2,0,1,4,8,19,10,20,8,18,19,6,21,24,64,128,142,210,166,256,291,282,439,439,353,273,460,775,1213,1576,1710,2034,2430,2896,2115,2114,1823,1601,1021,1035,1105,624,272,10,374.9066666666667,Analysis of Variance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,111,152,192,184,165,17,11.066666666666666,Transcranial Direct Current Stimulation
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0.12,Superior Vena Cava Syndrome
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,1,0,1,2,0,2,0,3,0,1,0,0.3466666666666667,Senegal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,2,4,5,0,0.30666666666666664,Biological Ontologies
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,2,2,0,5,1,1,0,2,2,2,1,0,3,5,7,1,3,2,0,2,4,0,6,5,2,4,3,2,4,7,2,1,2,1,2,0,1.2266666666666666,Alkylating Agents
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,14,2,3,4,0,1,2,3,9,6,6,4,4,3,2,4,10,9,11,9,17,14,18,14,18,8,8,13,6,17,16,15,13,9,0,4.08,Diterpenes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.18666666666666668,Serology
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,13,35,57,56,56,53,41,66,41,53,47,46,41,54,71,54,42,52,54,56,49,64,74,53,45,47,44,68,48,44,59,38,8,22.066666666666666,Calcitonin Gene-Related Peptide
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,4,4,2,2,3,3,2,2,2,3,2,1,1,1,1,0,2,2,1,0,2,0,3,0,0.6666666666666666,"Natriuretic Peptide, C-Type"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,1,1,0,0,2,0,0,0,1,1,0,0,1,1,0,1,0,1,2,4,1,0,1,1,6,2,5,1,0,7,6,5,9,7,8,8,4,8,8,10,12,13,17,10,7,17,12,13,13,1,3.12,Belgium
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,2,1,1,3,1,3,0,5,3,2,3,3,1,0,5,7,6,0,5,4,1,5,5,1,4,2,3,3,2,1,3,4,3,7,2,0,5,5,2,5,4,2,1,4,2,3,2,3,1,0,1.96,Splanchnic Nerves
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,1,2,2,2,1,4,3,0,3,3,2,0,0,2,1,0,0.49333333333333335,Hematinics
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1,2,3,4,4,7,1,3,1,4,1,1,4,3,7,4,1,4,20,3,10,11,11,15,16,8,8,8,11,13,14,21,12,16,14,23,18,23,16,15,17,24,22,24,16,23,15,9,10,3,7.093333333333334,Personality Disorders
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,1,1,1,3,0,5,0,2,5,2,4,3,8,3,2,5,4,9,3,1,0.92,Herpes Zoster Oticus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,3,2,0,0,0,2,0,0,1,2,0,0,0,1,1,0,2,2,1,3,0,2,2,0,3,0,2,2,3,4,5,4,3,4,2,1,3,8,1,0,1.04,Mucopolysaccharidosis III
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.09333333333333334,Astigmatism
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.05333333333333334,Pyrazolones
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,2,1,2,2,1,1,1,2,2,5,1,3,3,5,2,6,4,0,0,3,3,0,0.7733333333333333,Retroperitoneal Space
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,0,1,1,3,2,2,1,2,3,5,5,3,3,3,5,5,4,5,2,4,9,6,5,5,1,5,2,6,2,3,2,2,2,1,2,2,0,1.6533333333333333,Tumor Virus Infections
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,1,1,1,2,3,1,1,1,1,2,2,1,1,3,0,2,3,4,4,4,3,4,3,4,3,2,4,3,3,3,2,2,2,0,1.1066666666666667,Sandhoff Disease
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,0,2,1,2,5,8,5,2,10,7,10,4,7,7,11,7,6,2,5,7,7,11,1,1.84,Ligamentum Flavum
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,4,1,1,1,0,2,2,1,4,0,0,0,1,1,2,1,2,0,2,0,0,1,0,0.49333333333333335,Mycotoxins
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0.13333333333333333,Pulpitis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,2,1,1,0,2,0,0,1,0,0,1,0,1,2,0,3,2,4,3,3,0,1,0,0.48,Manitoba
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,4,1,2,3,3,1,1,3,0,1,2,1,1,2,5,5,5,4,4,3,4,11,10,10,5,12,10,15,16,10,8,10,15,9,11,9,12,9,15,7,6,8,2,3.7466666666666666,Vitamin B 12 Deficiency
0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,3,9,4,2,2,4,3,2,3,4,5,5,2,3,5,4,5,12,5,7,17,10,15,6,14,17,10,17,11,8,14,13,8,6,7,24,13,14,16,14,13,12,7,9,4,6,12,14,5,3,11,6,12,17,11,6,0,6.626666666666667,Serum Albumin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,27,23,32,44,27,31,44,45,51,49,42,35,32,36,27,13,3,7.693333333333333,Vesicular Glutamate Transport Protein 2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,6,2,3,4,2,2,13,3,8,9,10,4,7,6,12,16,18,15,5,12,19,25,21,12,19,13,8,23,11,0,4.333333333333333,Morbidity
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.013333333333333334,Lactobacillus reuteri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,6,5,2,4,8,2,12,3,10,6,1,5,4,1,1,4,2,6,0,1,5,0,1.28,"Encephalopathy, Bovine Spongiform"
0,0,0,0,1,1,0,2,3,1,2,2,1,1,1,1,0,1,2,5,1,7,0,3,4,6,4,10,6,8,5,5,5,1,5,2,0,6,3,5,3,6,3,12,8,5,8,10,9,11,11,9,12,8,4,8,5,12,11,20,15,15,21,12,6,12,16,14,14,34,34,11,12,42,15,4,7.493333333333333,Hepatolenticular Degeneration
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,2,1,2,2,6,11,7,9,4,12,9,9,15,14,16,11,13,26,20,16,19,23,12,14,34,15,22,16,19,15,15,21,15,10,8,20,8,23,32,24,21,26,21,33,34,23,28,39,58,56,51,38,43,5,14.04,Capillary Permeability
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,1,1,0,0,1,3,0,1,0,1,2,1,0,4,1,1,1,0,0,1,0,2,1,3,6,10,11,9,16,18,11,39,61,48,71,117,98,106,106,105,116,119,124,132,84,59,4,20.013333333333332,Judgment
0,0,0,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,5,6,6,10,11,10,20,8,9,14,9,7,13,19,16,21,13,25,26,20,12,16,12,9,17,15,19,18,9,20,24,24,24,22,28,24,21,20,15,18,13,16,20,14,24,20,23,15,23,24,36,28,16,19,21,3,12.76,Optic Chiasm
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,3,2,0,0,2,1,1,1,1,2,4,6,11,6,8,31,72,50,8,53,98,86,85,135,120,153,6,12.693333333333333,"Tomography Scanners, X-Ray Computed"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0.05333333333333334,Ecological Momentary Assessment
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,5,5,4,8,6,4,6,11,14,13,11,9,28,28,20,38,40,39,32,47,50,47,30,29,37,35,47,21,31,38,45,60,51,49,52,52,29,29,29,15,24,13,11,6,4,3,16.213333333333335,Lymphocyte Activation
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,1,7,7,5,4,3,4,5,16,19,10,12,13,20,23,25,29,18,19,38,28,24,4,4.626666666666667,Critical Illness
0,0,1,0,0,0,3,4,3,6,8,7,1,2,5,7,11,20,4,1,9,3,9,3,5,2,1,4,2,5,3,3,3,3,5,5,5,6,7,4,5,4,3,3,6,5,4,5,8,6,7,15,16,14,16,12,6,9,22,13,16,16,13,19,25,22,19,31,27,18,31,36,26,32,38,3,9.613333333333333,Thrombosis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,17,18,28,34,20,26,2,2.026666666666667,"Infant, Extremely Premature"
