pmid	ForeName	LastName	Initials	order	Affiliation
31623919	Giovanni	Coppola	G	12	University of California, Los Angeles, Department of Neurology and Department of Psychiatry, Semel Institute for Neuroscience and Human Behavior, Los Angeles, CA, USA.
31623919	Dan H	Geschwind	DH	13	University of California, Los Angeles, Department of Neurology and Department of Psychiatry, Semel Institute for Neuroscience and Human Behavior, Los Angeles, CA, USA.
31623919	Joel H	Kramer	JH	14	University of California, San Francisco, Memory and Aging Center, Department of Neurology, San Francisco, CA, USA.
31623919	Maria Luisa	Gorno-Tempini	ML	15	University of California, San Francisco, Memory and Aging Center, Department of Neurology, San Francisco, CA, USA.
31623919	Bruce L	Miller	BL	16	University of California, San Francisco, Memory and Aging Center, Department of Neurology, San Francisco, CA, USA.
31623919	Howard J	Rosen	HJ	17	University of California, San Francisco, Memory and Aging Center, Department of Neurology, San Francisco, CA, USA.
31623919	William W	Seeley	WW	18	University of California, San Francisco, Memory and Aging Center, Department of Neurology, San Francisco, CA, USA. Electronic address: bill.seeley@ucsf.edu.
31623918	Rinaldo D	D'Souza	RD	1	Department of Neuroscience, Washington University School of Medicine, St. Louis, MO 63110, USA.
31623918	Pawan	Bista	P	2	Department of Neuroscience, Washington University School of Medicine, St. Louis, MO 63110, USA.
31623918	Andrew M	Meier	AM	3	Department of Neuroscience, Washington University School of Medicine, St. Louis, MO 63110, USA.
31623918	Weiqing	Ji	W	4	Department of Neuroscience, Washington University School of Medicine, St. Louis, MO 63110, USA.
31623918	Andreas	Burkhalter	A	5	Department of Neuroscience, Washington University School of Medicine, St. Louis, MO 63110, USA. Electronic address: burkhala@wustl.edu.
31607423	Han	Hou	H	1	Institute of Neuroscience, Key Laboratory of Primate Neurobiology, CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai Center for Brain Science and Brain-Inspired Intelligence Technology, 200031 Shanghai, China; University of Chinese Academy of Sciences, 100049 Beijing, China.
31607423	Qihao	Zheng	Q	2	Institute of Neuroscience, Key Laboratory of Primate Neurobiology, CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai Center for Brain Science and Brain-Inspired Intelligence Technology, 200031 Shanghai, China; University of Chinese Academy of Sciences, 100049 Beijing, China.
31607423	Yuchen	Zhao	Y	3	Institute of Neuroscience, Key Laboratory of Primate Neurobiology, CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai Center for Brain Science and Brain-Inspired Intelligence Technology, 200031 Shanghai, China; University of Chinese Academy of Sciences, 100049 Beijing, China.
31607423	Alexandre	Pouget	A	4	Department of Basic Neurosciences, University of Geneva, 1211 Geneva, Switzerland.
31607423	Yong	Gu	Y	5	Institute of Neuroscience, Key Laboratory of Primate Neurobiology, CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai Center for Brain Science and Brain-Inspired Intelligence Technology, 200031 Shanghai, China; University of Chinese Academy of Sciences, 100049 Beijing, China. Electronic address: guyong@ion.ac.cn.
31606248	José C	Martínez	JC	1	Medical Scientist Training Program, Columbia University Irving Medical Center, New York, NY 10032, USA; The Taub Institute for Research on Alzheimer's Disease and the Aging Brain, Vagelos College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA.
31606248	Lisa K	Randolph	LK	2	The Taub Institute for Research on Alzheimer's Disease and the Aging Brain, Vagelos College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA; Doctoral Program in Neurobiology and Behavior, Columbia University, New York, NY 10027, USA.
31606248	Daniel Maxim	Iascone	DM	3	Doctoral Program in Neurobiology and Behavior, Columbia University, New York, NY 10027, USA; Mortimer B. Zuckerman Mind Brain Behavior Institute, Columbia University, New York, NY 10027, USA.
31606248	Helena F	Pernice	HF	4	The Taub Institute for Research on Alzheimer's Disease and the Aging Brain, Vagelos College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA; Department of Anatomy and Cell Biology, Biomedical Center, Medical Faculty, Ludwig Maximilians University, 82152 Planegg-Martinsried, Germany.
31606248	Franck	Polleux	F	5	Mortimer B. Zuckerman Mind Brain Behavior Institute, Columbia University, New York, NY 10027, USA; Department of Neuroscience, Vagelos College of Physicians and Surgeons, Columbia University, New York, NY 10027, USA; Kavli Institute for Brain Science, Columbia University, New York, NY 10027, USA.
31606248	Ulrich	Hengst	U	6	The Taub Institute for Research on Alzheimer's Disease and the Aging Brain, Vagelos College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA; Department of Pathology and Cell Biology, Vagelos College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA. Electronic address: uh2112@cumc.columbia.edu.
31606247	Jun	Mukai	J	1	Department of Physiology and Cellular Biophysics, College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA; Mortimer B. Zuckerman Mind Brain and Behavior Institute Columbia University, New York, NY 10027, USA.
31606247	Enrico	Cannavò	E	2	Mortimer B. Zuckerman Mind Brain and Behavior Institute Columbia University, New York, NY 10027, USA.
31606247	Gregg W	Crabtree	GW	3	Department of Physiology and Cellular Biophysics, College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA; Mortimer B. Zuckerman Mind Brain and Behavior Institute Columbia University, New York, NY 10027, USA.
31606247	Ziyi	Sun	Z	4	Department of Physiology and Cellular Biophysics, College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA.
31606247	Anastasia	Diamantopoulou	A	5	Department of Physiology and Cellular Biophysics, College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA.
31606247	Pratibha	Thakur	P	6	Department of Physiology and Cellular Biophysics, College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA; Mortimer B. Zuckerman Mind Brain and Behavior Institute Columbia University, New York, NY 10027, USA.
31606247	Chia-Yuan	Chang	CY	7	Department of Physiology and Cellular Biophysics, College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA.
31606247	Yifei	Cai	Y	8	Department of Physiology and Cellular Biophysics, College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA.
31606247	Stavros	Lomvardas	S	9	Mortimer B. Zuckerman Mind Brain and Behavior Institute Columbia University, New York, NY 10027, USA; Department of Biochemistry and Molecular Biophysics, College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA; Department of Neuroscience, Columbia University, New York, NY 10032, USA.
31606247	Atsushi	Takata	A	10	Department of Human Genetics, Yokohama City University Graduate School of Medicine, Fukuura 3-9, Kanazawa-ku, Yokohama 236-0004, Japan.
31606247	Bin	Xu	B	11	Department of Psychiatry, Columbia University Medical Center, New York, NY 10032, USA.
31606247	Joseph A	Gogos	JA	12	Department of Physiology and Cellular Biophysics, College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA; Mortimer B. Zuckerman Mind Brain and Behavior Institute Columbia University, New York, NY 10027, USA; Department of Neuroscience, Columbia University, New York, NY 10032, USA. Electronic address: jag90@columbia.edu.
31604597	Jochen	Schwenk	J	1	Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany.
31604597	Sami	Boudkkazi	S	2	Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany.
31604597	Maciej K	Kocylowski	MK	3	Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany.
31604597	Aline	Brechet	A	4	Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany.
31604597	Gerd	Zolles	G	5	Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany.
31604597	Thorsten	Bus	T	6	Max-Planck-Research Group &quot;Molecular Neurobiology&quot; of the Max Planck Institute for Medical Research, Institute for Anatomy and Cell Biology, Heidelberg University, Im Neuenheimer Feld 307, 69120 Heidelberg, Germany.
31604597	Kaue	Costa	K	7	Institute of Neurophysiology, Goethe University Frankfurt, Theodor-Stern-Kai 7, 60590 Frankfurt, Germany.
31604597	Astrid	Kollewe	A	8	Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany.
31604597	Johannes	Jordan	J	9	Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany.
31604597	Julia	Bank	J	10	Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany.
31604597	Wolfgang	Bildl	W	11	Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany.
31604597	Rolf	Sprengel	R	12	Max-Planck-Research Group &quot;Molecular Neurobiology&quot; of the Max Planck Institute for Medical Research, Institute for Anatomy and Cell Biology, Heidelberg University, Im Neuenheimer Feld 307, 69120 Heidelberg, Germany.
31604597	Akos	Kulik	A	13	Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany; Center for Biological Signaling Studies (BIOSS) and Center for Integrative Signalling Studies (CIBSS), Schänzlestr. 18, 79104 Freiburg, Germany.
31604597	Jochen	Roeper	J	14	Institute of Neurophysiology, Goethe University Frankfurt, Theodor-Stern-Kai 7, 60590 Frankfurt, Germany.
31604597	Uwe	Schulte	U	15	Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany; Center for Biological Signaling Studies (BIOSS) and Center for Integrative Signalling Studies (CIBSS), Schänzlestr. 18, 79104 Freiburg, Germany; Logopharm GmbH, Schlossstr. 14, 79232 March-Buchheim, Germany.
31604597	Bernd	Fakler	B	16	Institute of Physiology, Faculty of Medicine, University of Freiburg, Hermann-Herder-Str. 7, 79104 Freiburg, Germany; Center for Biological Signaling Studies (BIOSS) and Center for Integrative Signalling Studies (CIBSS), Schänzlestr. 18, 79104 Freiburg, Germany. Electronic address: bernd.fakler@physiologie.uni-freiburg.de.
31601510	Zhengyu	Ma	Z	1	Department of Physics, Washington University in St. Louis, St. Louis, MO 63130, USA.
31601510	Gina G	Turrigiano	GG	2	Department of Biology, Brandeis University, Waltham, MA 02453, USA.
31601510	Ralf	Wessel	R	3	Department of Physics, Washington University in St. Louis, St. Louis, MO 63130, USA.
31601510	Keith B	Hengen	KB	4	Department of Biology, Washington University in St. Louis, St. Louis, MO 63130, USA. Electronic address: khengen@wustl.edu.
31600518	Morgan	Wirthlin	M	1	Computational Biology Department, Carnegie Mellon University, Pittsburgh, PA, USA. Electronic address: mwirthlin@cmu.edu.
31600518	Edward F	Chang	EF	2	Department of Neurological Surgery, University of California, San Francisco, San Francisco, CA, USA.
31600518	Mirjam	Knörnschild	M	3	Museum for Natural History Berlin, Invalidenstr. 43, 10115 Berlin, Germany.
31600518	Leah A	Krubitzer	LA	4	Center for Neuroscience, University of California, Davis, CA, USA; Department of Psychology, University of California, Davis, CA, USA.
31600518	Claudio V	Mello	CV	5	Department of Behavioral Neuroscience, OHSU, Portland, OR, USA.
31600518	Cory T	Miller	CT	6	Cortical Systems and Behavior Laboratory, Neurosciences Graduate Program, University of California San Diego, La Jolla, CA, USA.
31600518	Andreas R	Pfenning	AR	7	Computational Biology Department, Carnegie Mellon University, Pittsburgh, PA, USA.
31600518	Sonja C	Vernes	SC	8	Neurogenetics of Vocal Communication Group, Max Planck Institute for Psycholinguistics, Nijmegen, the Netherlands; Donders Institute for Brain, Cognition and Behaviour, Nijmegen, the Netherlands.
31600518	Ofer	Tchernichovski	O	9	Department of Psychology, Hunter College, The City University of New York, New York, NY, USA.
31600518	Michael M	Yartsev	MM	10	Helen Wills Neuroscience Institute and Department of Bioengineering, UC Berkeley, Berkeley, CA, USA. Electronic address: myartsev@berkeley.edu.
31600517	Sehoon	Keum	S	1	Center for Cognition and Sociality, Institute for Basic Science, Daejeon 34126, Republic of Korea. Electronic address: sdukeum@ibs.re.kr.
31600517	Hee-Sup	Shin	HS	2	Center for Cognition and Sociality, Institute for Basic Science, Daejeon 34126, Republic of Korea. Electronic address: shin@ibs.re.kr.
31600516	Luke T	Coddington	LT	1	Janelia Research Campus, Howard Hughes Medical Institute. Electronic address: luketc82@gmail.com.
31600516	Joshua T	Dudman	JT	2	Janelia Research Campus, Howard Hughes Medical Institute. Electronic address: dudmanj@janelia.hhmi.org.
31600515	Bernard W	Balleine	BW	1	Decision Neuroscience Lab, UNSW Sydney, Randwick, NSW 2052, Australia. Electronic address: bernard.balleine@unsw.edu.au.
31600514	Alison L	Barth	AL	1	Department of Biological Sciences, Carnegie Mellon University, Pittsburgh, PA 15213, USA. Electronic address: albarth@andrew.cmu.edu.
31600514	Ajit	Ray	A	2	Department of Biological Sciences, Carnegie Mellon University, Pittsburgh, PA 15213, USA.
31600513	Alex	Gomez-Marin	A	1	Behavior of Organisms Laboratory, Instituto de Neurociencias CSIC-UMH, 03550 Alicante, Spain. Electronic address: agomezmarin@gmail.com.
31600513	Asif A	Ghazanfar	AA	2	Princeton Neuroscience Institute, Princeton University, Princeton, NJ 08544, USA; Departments of Psychology and Ecology &amp; Evolutionary Biology, Princeton University, Princeton, NJ 08544, USA. Electronic address: asifg@princeton.edu.
31600512	Wei Ji	Ma	WJ	1	Center for Neural Science and Department of Psychology, New York University, New York, NY, USA. Electronic address: weijima@nyu.edu.
31600511	Daphne	Bavelier	D	1	FPSE, University of Geneva, Geneva, Switzerland; Brain and Learning Lab, Campus Biotech, Geneva, Switzerland. Electronic address: daphne.bavelier@unige.ch.
31600511	C Shawn	Green	CS	2	Department of Psychology, University of Wisconsin-Madison, Madison, WI, USA.
31600510	Anna C	Nobre	AC	1	Department of Experimental Psychology, University of Oxford, Oxford, UK; Oxford Centre for Human Brain Activity, Wellcome Centre for Integrative Neuroimaging, Department of Psychiatry, University of Oxford, Oxford, UK. Electronic address: kia.nobre@psy.ox.ac.uk.
31600510	Mark G	Stokes	MG	2	Department of Experimental Psychology, University of Oxford, Oxford, UK; Oxford Centre for Human Brain Activity, Wellcome Centre for Integrative Neuroimaging, Department of Psychiatry, University of Oxford, Oxford, UK.
31600509	Roshan	Cools	R	1	Radboud University Medical Center, Department of Psychiatry, Donders Centre for Cognitive Neuroimaging, Kapittelweg 29, 6500 HB Nijmegen, the Netherlands; Donders Institute for Brain, Cognition and Behaviour, Centre for Cognitive Neuroimaging, Donders Centre for Cognitive Neuroimaging, Kapittelweg 29, 6500 HB Nijmegen, the Netherlands. Electronic address: roshan.cools@donders.ru.nl.
31600508	Sandeep Robert	Datta	SR	1	Department of Neurobiology, Harvard Medical School, Boston, MA 02115, USA. Electronic address: srdatta@hms.harvard.edu.
31600508	David J	Anderson	DJ	2	Division of Biology and Biological Engineering 156-29, California Institute of Technology, Pasadena, CA 91125, USA; Howard Hughes Medical Institute, Pasadena, CA, 91125, USA; Tianqiao and Chrissy Chen Institute for Neuroscience, California Institute of Technology, Pasadena, CA 91125, USA.
31600508	Kristin	Branson	K	3	Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA 20147, USA.
31600508	Pietro	Perona	P	4	Division of Engineering &amp; Applied Sciences 136-93, California Institute of Technology, Pasadena, CA 91125, USA.
31600508	Andrew	Leifer	A	5	Department of Physics, Princeton University, Princeton, NJ 08544, USA; Princeton Neuroscience Institute, Princeton University, Princeton, NJ 08544, USA. Electronic address: leifer@princeton.edu.
31600507	Michael L	Waskom	ML	1	Center for Neural Science, New York University, 4 Washington Place, New York, NY 10003, USA.
31600507	Gouki	Okazawa	G	2	Center for Neural Science, New York University, 4 Washington Place, New York, NY 10003, USA.
31600507	Roozbeh	Kiani	R	3	Center for Neural Science, New York University, 4 Washington Place, New York, NY 10003, USA; Neuroscience Institute, NYU Langone Medical Center, 550 First Avenue, New York, NY 10016, USA; Department of Psychology, New York University, 4 Washington Place, New York, NY 10003, USA. Electronic address: roozbeh@nyu.edu.
31600506	Benedicte M	Babayan	BM	1	Editors, Neuron.
31600506	Christina S	Konen	CS	2	Editors, Neuron.
31587919	Weiwei	Cheng	W	1	Department of Pathology and Brain Science Institute, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31587919	Shaopeng	Wang	S	2	Department of Pathology and Brain Science Institute, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31587919	Zhe	Zhang	Z	3	Department of Pathology and Brain Science Institute, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31587919	David W	Morgens	DW	4	Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA.
31587919	Lindsey R	Hayes	LR	5	Brain Science Institute and Department of Neurology, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31587919	Soojin	Lee	S	6	Department of Neurology, University of Massachusetts Medical School, Worcester, MA 01605, USA.
31587919	Bede	Portz	B	7	Department of Biochemistry and Biophysics, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA 19104, USA.
31587919	Yongzhi	Xie	Y	8	Department of Pathology and Brain Science Institute, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31587919	Baotram V	Nguyen	BV	9	Department of Biochemistry and Biophysics, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA 19104, USA.
31587919	Michael S	Haney	MS	10	Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA.
31587919	Shirui	Yan	S	11	Department of Pathology and Brain Science Institute, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31587919	Daoyuan	Dong	D	12	Department of Pathology and Brain Science Institute, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31587919	Alyssa N	Coyne	AN	13	Brain Science Institute and Department of Neurology, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31587919	Junhua	Yang	J	14	Department of Physiology, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31587919	Fengfan	Xian	F	15	Department of Pathology and Brain Science Institute, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31587919	Don W	Cleveland	DW	16	Ludwig Institute for Cancer Research and Department of Cellular and Molecular Medicine, University of California at San Diego, La Jolla, CA 92093, USA.
31587919	Zhaozhu	Qiu	Z	17	Department of Physiology, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31587919	Jeffrey D	Rothstein	JD	18	Brain Science Institute and Department of Neurology, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31587919	James	Shorter	J	19	Department of Biochemistry and Biophysics, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA 19104, USA.
31587919	Fen-Biao	Gao	FB	20	Department of Neurology, University of Massachusetts Medical School, Worcester, MA 01605, USA.
31587919	Michael C	Bassik	MC	21	Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA.
31587919	Shuying	Sun	S	22	Department of Pathology and Brain Science Institute, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA. Electronic address: shuying.sun@jhmi.edu.
31587918	Nicole	Mercer Lindsay	N	1	Section of Neurobiology, University of California, San Diego, La Jolla, CA 92093, USA.
31587918	Per M	Knutsen	PM	2	Department of Physics, University of California, San Diego, La Jolla, CA 92093, USA.
31587918	Adrian F	Lozada	AF	3	Department of Physics, University of California, San Diego, La Jolla, CA 92093, USA.
31587918	Daniel	Gibbs	D	4	Department of Neurosciences, University of California, San Diego, La Jolla, CA 92093, USA.
31587918	Harvey J	Karten	HJ	5	Department of Neurosciences, University of California, San Diego, La Jolla, CA 92093, USA.
31587918	David	Kleinfeld	D	6	Section of Neurobiology, University of California, San Diego, La Jolla, CA 92093, USA; Department of Physics, University of California, San Diego, La Jolla, CA 92093, USA. Electronic address: dk@physics.ucsd.edu.
31586516	Sónia	Paixão	S	1	Department of Molecules - Signaling - Development, Max Planck Institute of Neurobiology, 82152 Martinsried, Germany. Electronic address: paixao@neuro.mpg.de.
31586516	Laura	Loschek	L	2	Department of Molecules - Signaling - Development, Max Planck Institute of Neurobiology, 82152 Martinsried, Germany.
31586516	Louise	Gaitanos	L	3	Department of Molecules - Signaling - Development, Max Planck Institute of Neurobiology, 82152 Martinsried, Germany.
31586516	Pilar	Alcalà Morales	P	4	Department of Molecules - Signaling - Development, Max Planck Institute of Neurobiology, 82152 Martinsried, Germany.
31586516	Martyn	Goulding	M	5	Molecular Neurobiology Laboratory, The Salk Institute for Biological Studies, La Jolla, CA 92037, USA.
31586516	Rüdiger	Klein	R	6	Department of Molecules - Signaling - Development, Max Planck Institute of Neurobiology, 82152 Martinsried, Germany. Electronic address: rklein@neuro.mpg.de.
31585809	Jennifer L	Johnson	JL	1	Department of Neuroscience, Baylor College of Medicine, Houston, TX 77030, USA; Memory and Brain Research Center, Baylor College of Medicine, Houston, TX 77030, USA.
31585809	Loredana	Stoica	L	2	Memory and Brain Research Center, Baylor College of Medicine, Houston, TX 77030, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX 77030, USA.
31585809	Yuwei	Liu	Y	3	Department of Neuroscience, Baylor College of Medicine, Houston, TX 77030, USA; Memory and Brain Research Center, Baylor College of Medicine, Houston, TX 77030, USA.
31585809	Ping Jun	Zhu	PJ	4	Department of Neuroscience, Baylor College of Medicine, Houston, TX 77030, USA; Memory and Brain Research Center, Baylor College of Medicine, Houston, TX 77030, USA.
31585809	Abhisek	Bhattacharya	A	5	Department of Medicine, Baylor College of Medicine, Houston, TX 77030, USA; Department of Pathology and Immunology, Baylor College of Medicine, Houston, TX 77030, USA.
31585809	Shelly A	Buffington	SA	6	Department of Neuroscience, Baylor College of Medicine, Houston, TX 77030, USA; Memory and Brain Research Center, Baylor College of Medicine, Houston, TX 77030, USA.
31585809	Redwan	Huq	R	7	Department of Molecular Physiology and Biophysics, Baylor College of Medicine, Houston, TX 77030, USA.
31585809	N Tony	Eissa	NT	8	Department of Medicine, Baylor College of Medicine, Houston, TX 77030, USA; Department of Pathology and Immunology, Baylor College of Medicine, Houston, TX 77030, USA.
31585809	Ola	Larsson	O	9	Department of Oncology-Pathology, SciLifeLab, Karolinska Institutet, Solna 17165, Sweden.
31585809	Bo T	Porse	BT	10	Biotech Research and Innovation Center (BRIC), University of Copenhagen, Copenhagen 1165, Denmark; The Finsen Laboratory, Rigshospitalet, Faculty of Health Sciences, University of Copenhagen, Copenhagen 1165, Denmark; Danish Stem Cell Centre (DanStem), Faculty of Health Sciences, University of Copenhagen, Copenhagen 1165, Denmark.
31585809	Deepti	Domingo	D	11	School of Biological Sciences, The University of Adelaide, Adelaide 5005, Australia.
31585809	Urwah	Nawaz	U	12	Adelaide Medical School and Robinson Research Institute, The University of Adelaide, Adelaide 5005, Australia.
31585809	Renee	Carroll	R	13	Adelaide Medical School and Robinson Research Institute, The University of Adelaide, Adelaide 5005, Australia.
31585809	Lachlan	Jolly	L	14	Adelaide Medical School and Robinson Research Institute, The University of Adelaide, Adelaide 5005, Australia.
31585809	Tom S	Scerri	TS	15	The Walter and Eliza Hall Institute of Medical Research, Parkville, VIC 3052, Australia.
31585809	Hyung-Goo	Kim	HG	16	Neurological Disorders Research Center, Qatar Biomedical Research Institute, Hamad Bin Khalifa University, Doha 34110, Qatar.
31585809	Amanda	Brignell	A	17	Murdoch Children's Research Institute, Parkville, VIC 3052, Australia.
31585809	Matthew J	Coleman	MJ	18	Department of Medicine, University of Melbourne, Austin Health, Melbourne, VIC 3010, Australia.
31585809	Ruth	Braden	R	19	Murdoch Children's Research Institute, Parkville, VIC 3052, Australia.
31585809	Usha	Kini	U	20	Oxford Centre for Genomic Medicine, Oxford OX3 7JX, UK.
31585809	Victoria	Jackson	V	21	Population Health and Immunity Division, The Walter and Eliza Hall Institute of Medical Research, University of Melbourne, Melbourne, VIC 3010, Australia; Department of Medical Biology and School of Mathematics and Statistics, University of Melbourne, Melbourne, VIC 3010, Australia.
31585809	Anne	Baxter	A	22	Hunter Genetics, Hunter New England Local Health District, Newcastle 2298, NSW, Australia.
31585809	Melanie	Bahlo	M	23	The Walter and Eliza Hall Institute of Medical Research, Parkville, VIC 3052, Australia; Department of Mathematics and Statistics, University of Melbourne, Melbourne, VIC 3010, Australia.
31585809	Ingrid E	Scheffer	IE	24	Murdoch Children's Research Institute, Parkville, VIC 3052, Australia; Department of Medicine, University of Melbourne, Austin Health, Melbourne, VIC 3010, Australia; Florey Institute of Neuroscience and Mental Health, Parkville, VIC 3010, Australia.
31585809	David J	Amor	DJ	25	Department of Pediatrics, University of Melbourne, Royal Children's Hospital, Melbourne, VIC 3052, Australia.
31585809	Michael S	Hildebrand	MS	26	Department of Medicine, University of Melbourne, Austin Health, Melbourne, VIC 3010, Australia.
31585809	Penelope E	Bonnen	PE	27	Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX 77030, USA.
31585809	Christine	Beeton	C	28	Department of Molecular Physiology and Biophysics, Baylor College of Medicine, Houston, TX 77030, USA.
31585809	Jozef	Gecz	J	29	School of Biological Sciences, The University of Adelaide, Adelaide 5005, Australia; Adelaide Medical School and Robinson Research Institute, The University of Adelaide, Adelaide 5005, Australia; Healthy Mothers and Babies, South Australian Health and Medical Research Institute, Adelaide 5000, Australia.
31585809	Angela T	Morgan	AT	30	Murdoch Children's Research Institute, Parkville, VIC 3052, Australia; Department of Audiology and Speech Pathology, University of Melbourne, Melbourne, VIC 3010, Australia.
31585809	Mauro	Costa-Mattioli	M	31	Department of Neuroscience, Baylor College of Medicine, Houston, TX 77030, USA; Memory and Brain Research Center, Baylor College of Medicine, Houston, TX 77030, USA; Department of Molecular and Cellular Biology, Baylor College of Medicine, Houston, TX 77030, USA. Electronic address: costamat@bcm.edu.
31582313	Peng	Zhong	P	1	Division of Neurobiology, Department of Molecular and Cell Biology, Helen Wills Neuroscience Institute, Howard Hughes Medical Institute, University of California, Berkeley, Berkeley, CA 94720, USA.
31582313	Zhe	Zhang	Z	2	Division of Neurobiology, Department of Molecular and Cell Biology, Helen Wills Neuroscience Institute, Howard Hughes Medical Institute, University of California, Berkeley, Berkeley, CA 94720, USA.
31582313	Zeke	Barger	Z	3	Division of Neurobiology, Department of Molecular and Cell Biology, Helen Wills Neuroscience Institute, Howard Hughes Medical Institute, University of California, Berkeley, Berkeley, CA 94720, USA.
31582313	Chenyan	Ma	C	4	Division of Neurobiology, Department of Molecular and Cell Biology, Helen Wills Neuroscience Institute, Howard Hughes Medical Institute, University of California, Berkeley, Berkeley, CA 94720, USA.
31582313	Danqian	Liu	D	5	Division of Neurobiology, Department of Molecular and Cell Biology, Helen Wills Neuroscience Institute, Howard Hughes Medical Institute, University of California, Berkeley, Berkeley, CA 94720, USA.
31582313	Xinlu	Ding	X	6	Division of Neurobiology, Department of Molecular and Cell Biology, Helen Wills Neuroscience Institute, Howard Hughes Medical Institute, University of California, Berkeley, Berkeley, CA 94720, USA.
31582313	Yang	Dan	Y	7	Division of Neurobiology, Department of Molecular and Cell Biology, Helen Wills Neuroscience Institute, Howard Hughes Medical Institute, University of California, Berkeley, Berkeley, CA 94720, USA. Electronic address: ydan@berkeley.edu.
31564592	Xiaojun	Xie	X	1	Children's Hospital, School of Medicine, Zhejiang University, Hangzhou 310029, China; Solomon H. Snyder Department of Neuroscience, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31564592	Masashi	Tabuchi	M	2	Department of Neurology, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31564592	Abel	Corver	A	3	Solomon H. Snyder Department of Neuroscience, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31564592	Grace	Duan	G	4	Department of Neurology, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
31564592	Mark N	Wu	MN	5	Solomon H. Snyder Department of Neuroscience, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA; Department of Neurology, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA.
